"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1997","1997","2.52636118280265",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1996","1996","2.536508230996",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1995","1995","2.45101459879232",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1994","1994","2.28998490566692",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1993","1993","2.19691885087383",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1992","1992","2.08151627535217",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1991","1991","2.01244170410526",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1990","1990","1.92697179231313",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1989","1989","1.88755655107501",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1988","1988","1.8772180669924",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1987","1987","1.77188716450302",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1986","1986","1.68544127612044",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1985","1985","1.62908124312766",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1984","1984","1.53170030922846",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1983","1983","1.44382776495804",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1982","1982","1.3901751967103",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1981","1981","1.31440171708225",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1980","1980","1.34242585833534",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1979","1979","1.37723952710678",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1978","1978","1.36569178137459",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1977","1977","1.25373031106699",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1976","1976","1.16063627222076",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1975","1975","1.12954900193018",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1974","1974","1.012177641807",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1973","1973","1.01705770320155",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1972","1972","0.990718853032937",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1971","1971","0.978281751729877",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1970","1970","0.873389544882875",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1969","1969","0.699357942494329",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1968","1968","0.601341834206432",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1967","1967","0.563190311468238",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1966","1966","0.652629452809759",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1965","1965","0.609066966395113",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1964","1964","0.568463803294022",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1963","1963","0.571917774298249",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1962","1962","0.587170197173809",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1961","1961","0.714530956431166",""
"EN.ATM.CO2E.PC","EAP","East Asia & Pacific (developing only)","YR1960","1960","0.963166981538946",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2011","2011","2.35401738651458",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2010","2010","2.29330340391352",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2009","2009","2.355257087353",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2008","2008","2.06452130457654",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2007","2007","2.20399790813108",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2006","2006","2.06617581254757",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2005","2005","2.17746973622288",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2004","2004","2.12127002597033",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2003","2003","1.99580205574284",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2002","2002","1.8887549900337",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2001","2001","1.8242627085419",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR2000","2000","1.65831870779618",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1999","1999","1.715686518843",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1998","1998","1.82748771013739",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1997","1997","1.53260727827803",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1996","1996","2.04481070708385",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1995","1995","1.99399112422312",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1994","1994","1.21802368888211",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1993","1993","2.2086649864855",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1992","1992","2.08325999213501",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1991","1991","1.57603010346633",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1990","1990","1.6475882711878",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1989","1989","2.03134580420912",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1988","1988","1.77341129062316",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1987","1987","1.59040025959235",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1986","1986","1.64745805117167",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1985","1985","2.14807455292004",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1984","1984","2.4091354170893",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1983","1983","2.27232450877935",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1982","1982","2.29817340417863",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1981","1981","2.03981281636486",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1980","1980","1.68536425168643",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1979","1979","1.56537382607635",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1978","1978","1.3768285408005",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1977","1977","1.01493198955553",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1976","1976","1.1298165765686",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1975","1975","1.05380304213603",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1974","1974","0.895955182287089",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1973","1973","0.795857811865729",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1972","1972","0.714723971710019",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1971","1971","0.676027884255471",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1970","1970","0.705317726413416",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1969","1969","0.609111227046419",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1968","1968","0.543884145409418",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1967","1967","0.465781970971551",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1966","1966","0.447716962046672",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1965","1965","0.433743800141711",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1964","1964","0.420670187293974",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1963","1963","0.362722269156505",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1962","1962","0.325336408961597",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1961","1961","0.352048961076004",""
"EN.ATM.CO2E.PC","ECU","Ecuador","YR1960","1960","0.388033962021741",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2011","2011","2.63511522475978",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2010","2010","2.49481706669717",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2009","2009","2.462249163666",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2008","2008","2.49185303122379",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2007","2007","2.49135700439739",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2006","2006","2.34175781523222",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2005","2005","2.23116022279329",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2004","2004","2.05054049898427",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2003","2003","2.04800431781662",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2002","2002","1.79376499727608",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2001","2001","1.80246890999698",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR2000","2000","2.06814043277005",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1999","1999","1.86839054746528",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1998","1998","1.85434227089194",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1997","1997","1.67095813753118",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1996","1996","1.60436510502947",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1995","1995","1.53317999830446",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1994","1994","1.39234194552768",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1993","1993","1.54980851003903",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1992","1992","1.37918540060865",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1991","1991","1.3644662279111",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1990","1990","1.34658230726865",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1989","1989","1.31152901058085",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1988","1988","1.39005972992713",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1987","1987","1.43386929158367",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1986","1986","1.4693091991641",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1985","1985","1.2949743432783",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1984","1984","1.32827194114813",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1983","1983","1.21971614166113",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1982","1982","1.23925904666981",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1981","1981","1.14646534453646",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1980","1980","1.04312304171369",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1979","1979","1.01479532741329",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1978","1978","0.951339178700561",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1977","1977","0.937781795620292",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1976","1976","0.873776732372753",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1975","1975","0.805185813841558",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1974","1974","0.690818688530954",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1973","1973","0.64229996933339",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1972","1972","0.702749456685132",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1971","1971","0.648098720941798",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1970","1970","0.623025304753001",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1969","1969","0.578628942403945",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1968","1968","0.688797443182459",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1967","1967","0.60626015106651",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1966","1966","0.839007616773161",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1965","1965","0.895340981314989",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1964","1964","0.848084350936506",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1963","1963","0.735083037518805",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1962","1962","0.651081041629837",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1961","1961","0.614463120659363",""
"EN.ATM.CO2E.PC","EGY","Egypt, Arab Rep.","YR1960","1960","0.593007187357662",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2011","2011","1.10399857445029",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2010","2010","1.04453798797212",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2009","2009","1.07000917399501",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2008","2008","1.09016956300083",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2007","2007","1.16568967665785",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2006","2006","1.14725173923797",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2005","2005","1.08520202595975",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2004","2004","1.07439938876867",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2003","2003","1.11049107691348",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2002","2002","1.02813066609968",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2001","2001","1.01764595778288",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR2000","2000","0.98807364832731",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1999","1999","0.986643604367293",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1998","1998","1.01327039831243",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1997","1997","1.01204381357272",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1996","1996","0.867469450396864",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1995","1995","0.944842158603464",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1994","1994","0.801325322738084",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1993","1993","0.712340763194194",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1992","1992","0.635859552660149",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1991","1991","0.607080872282948",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1990","1990","0.498514303470509",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1989","1989","0.499381102773203",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1988","1988","0.482954726426197",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1987","1987","0.484879604345705",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1986","1986","0.399312106539861",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1985","1985","0.403889750965874",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1984","1984","0.330803990707024",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1983","1983","0.397365930941866",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1982","1982","0.374288901613461",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1981","1981","0.394126642445129",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1980","1980","0.466217079688567",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1979","1979","0.531454355058519",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1978","1978","0.541459929228592",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1977","1977","0.528598922061154",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1976","1976","0.521607471212173",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1975","1975","0.508381504632281",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1974","1974","0.486646876953338",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1973","1973","0.497441277456566",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1972","1972","0.434859813180906",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1971","1971","0.401249106301517",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1970","1970","0.389830757958367",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1969","1969","0.333581327338932",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1968","1968","0.362724580772016",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1967","1967","0.342459705042507",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1966","1966","0.396746046145799",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1965","1965","0.325663528635512",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1964","1964","0.396663947361813",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1963","1963","0.373279816703886",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1962","1962","0.221683679655557",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1961","1961","0.205065970373299",""
"EN.ATM.CO2E.PC","SLV","El Salvador","YR1960","1960","0.224301883132089",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2011","2011","8.9072415363595",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2010","2010","6.42106187646663",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2009","2009","6.53381507590274",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2008","2008","6.56211756236675",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2007","2007","7.20404086524742",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2006","2006","7.35991872613122",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2005","2005","7.52891992854701",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2004","2004","8.60793862101844",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2003","2003","10.2553410864867",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2002","2002","8.77241819104259",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2001","2001","5.63735617214352",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR2000","2000","0.856491666917815",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1999","1999","0.921487804545463",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1998","1998","0.339858561843934",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1997","1997","0.611375553314049",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1996","1996","0.252981605884737",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1995","1995","0.294451433312813",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1994","1994","0.084649709023839",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1993","1993","0.245396251036665",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1992","1992","0.535419878687689",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1991","1991","0.516636311705744",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1990","1990","0.320675317929951",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1989","1989","0.321093662351451",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1988","1988","0.299990408702128",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1987","1987","0.288412129686271",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1986","1986","0.244283823925728",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1985","1985","0.209938073897846",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1984","1984","0.273387779999322",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1983","1983","0.228181655130509",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1982","1982","0.291841258092885",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1981","1981","0.299110477646028",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1980","1980","0.265959520409782",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1979","1979","0.289929958049243",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1978","1978","0.323632968543877",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1977","1977","0.282906440604124",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1976","1976","0.272829126748975",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1975","1975","0.261664707857623",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1974","1974","0.205691802858322",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1973","1973","0.111799206551854",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1972","1972","0.320138520075953",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1971","1971","0.23166909429128",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1970","1970","0.126054897646998",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1969","1969","0.1506914052066",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1968","1968","0.101613780347141",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1967","1967","0.0908814105401052",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1966","1966","0.0931825607144154",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1965","1965","0.108882925616215",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1964","1964","0.0969581820860231",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1963","1963","0.098352427296065",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1962","1962","0.0852989067224936",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1961","1961","0.0862485299882399",""
"EN.ATM.CO2E.PC","GNQ","Equatorial Guinea","YR1960","1960","0.0872696983519426",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2011","2011","0.108718364579018",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2010","2010","0.109470529231945",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2009","2009","0.111761080593676",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2008","2008","0.0920693910507799",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2007","2007","0.131490395908221",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2006","2006","0.130342390647796",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2005","2005","0.18285685518457",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2004","2004","0.18944107171587",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2003","2003","0.18482448869873",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2002","2002","0.159706978850911",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2001","2001","0.172564422602863",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR2000","2000","0.172190986762677",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1999","1999","0.180695381694257",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1998","1998","0.176909452069038",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1997","1997","0.161947511694124",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1996","1996","0.106485734394389",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1995","1995","0.0927152945787026",""
"EN.ATM.CO2E.PC","ERI","Eritrea","YR1994","1994","0.0710597734151114",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2011","2011","14.0498825181421",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2010","2010","13.7731966428209",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2009","2009","11.0489631064469",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2008","2008","13.0818344314893",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2007","2007","14.0560857176955",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2006","2006","12.0208529785196",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2005","2005","12.3859622446532",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2004","2004","12.6355473193644",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2003","2003","12.439849130384",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2002","2002","10.8280646681408",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2001","2001","11.2352009739827",""
"EN.ATM.CO2E.PC","EST","Estonia","YR2000","2000","10.8672462481702",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1999","1999","11.0730852805261",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1998","1998","11.9097951457123",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1997","1997","13.1138806817979",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1996","1996","13.2889161722923",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1995","1995","11.7133960354551",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1994","1994","12.5316174751148",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1993","1993","12.5707931315122",""
"EN.ATM.CO2E.PC","EST","Estonia","YR1992","1992","14.9996034155833",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2011","2011","0.0839431166461619",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2010","2010","0.0755915700878468",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2009","2009","0.0769062318149991",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2008","2008","0.0766683805248575",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2007","2007","0.0731206218150113",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2006","2006","0.0688357088448153",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2005","2005","0.065960442395694",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2004","2004","0.0703801230741165",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2003","2003","0.0682952727298833",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2002","2002","0.063659603896341",""
"EN.ATM.CO2E.PC","ETH","Ethiopia","YR2001","2001","0.0629993849674488",""
