"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2006","2006","0.0894051559935662",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2005","2005","0.0952316828166742",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2004","2004","0.10177299157305",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2003","2003","0.0986640108667447",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2002","2002","0.0738394394512581",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2001","2001","0.107283197646283",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR2000","2000","0.119012987834532",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1999","1999","0.126134972331779",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1998","1998","0.117520568455763",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1997","1997","0.118742384016346",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1996","1996","0.101694950659982",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1995","1995","0.097586579650543",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1994","1994","0.100956889217389",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1993","1993","0.0846864534449279",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1992","1992","0.085217189084809",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1991","1991","0.0903014699535655",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1990","1990","0.085435789451074",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1989","1989","0.0863936328682899",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1988","1988","0.122370907899487",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1987","1987","0.125664328203621",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1986","1986","0.115036210704838",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1985","1985","0.108381199571631",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1984","1984","0.0989005740172623",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1983","1983","0.0713066520628136",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1982","1982","0.110956193856579",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1981","1981","0.115518638961633",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1980","1980","0.18572892337932",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1979","1979","0.133181546030199",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1978","1978","0.123284324811202",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1977","1977","0.105468170744295",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1976","1976","0.127410591409195",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1975","1975","0.223628344995754",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1974","1974","0.16142177373632",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1973","1973","0.150219835576662",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1972","1972","0.185133212597752",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1971","1971","0.151879665437539",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1970","1970","0.147766198657878",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1969","1969","0.132919321035664",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1968","1968","0.146498694627565",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1967","1967","0.138895338975375",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1966","1966","0.0979013392902404",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1965","1965","0.0966134237580511",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1964","1964","0.0860461325334852",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1963","1963","0.0842129168319939",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1962","1962","0.0739884401702775",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1961","1961","0.0680943353279267",""
"EN.ATM.CO2E.PC","MDG","Madagascar","YR1960","1960","0.0783828044674529",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2011","2011","0.0792314846186132",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2010","2010","0.082179516831074",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2009","2009","0.0737031106585109",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2008","2008","0.0825457143142761",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2007","2007","0.0706321952631787",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2006","2006","0.0727114209522403",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2005","2005","0.0719141100386685",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2004","2004","0.0786147671535342",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2003","2003","0.0791604069186358",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2002","2002","0.0749654055215952",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2001","2001","0.0788168179394324",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR2000","2000","0.0809193592912859",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1999","1999","0.0916535776610301",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1998","1998","0.0784529524817121",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1997","1997","0.0739802976895392",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1996","1996","0.0710916922518532",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1995","1995","0.0742896229715075",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1994","1994","0.0739009534824132",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1993","1993","0.071467218553802",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1992","1992","0.067788759545418",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1991","1991","0.0687261894510932",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1990","1990","0.0650854639356922",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1989","1989","0.0622409922619509",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1988","1988","0.0629532132335422",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1987","1987","0.0673841127392001",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1986","1986","0.0726935855295763",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1985","1985","0.0773539042707548",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1984","1984","0.0808678732778268",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1983","1983","0.0864513947316694",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1982","1982","0.0916245075437594",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1981","1981","0.0956254314606571",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1980","1980","0.11542625816841",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1979","1979","0.106580336646322",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1978","1978","0.115557319658285",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1977","1977","0.113376338980786",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1976","1976","0.10688729768193",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1975","1975","0.109466491939263",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1974","1974","0.106989931023054",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1973","1973","0.114482271970343",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1972","1972","0.112434456635969",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1971","1971","0.10624056160973",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1970","1970","0.0987692829676053",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1969","1969","0.0850421990983968",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1968","1968","0.0889343129556516",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1967","1967","0.0860391556759681",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1966","1966","0.103180707105979",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1965","1965","0.0858320931928607",""
"EN.ATM.CO2E.PC","MWI","Malawi","YR1964","1964","0.0832689109214659",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2011","2011","7.89882357346821",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2010","2010","7.9869514749551",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2009","2009","7.37323598767175",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2008","2008","7.65653273937501",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2007","2007","7.03779132288317",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2006","2006","6.49762784578545",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2005","2005","6.87594733224263",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2004","2004","6.6055728823269",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2003","2003","6.44430853904411",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2002","2002","5.53762303767437",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2001","2001","5.71535355829947",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR2000","2000","5.40559843704414",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1999","1999","4.71358847201829",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1998","1998","5.10716787201505",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1997","1997","5.723601318316",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1996","1996","5.89696776911549",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1995","1995","5.84462364828736",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1994","1994","4.65262378605317",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1993","1993","4.65579306018722",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1992","1992","3.92082032002583",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1991","1991","3.66605237298993",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1990","1990","3.10760032742673",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1989","1989","2.81707916117545",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1988","1988","2.48367268471539",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1987","1987","2.44034914838208",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1986","1986","2.46489596355317",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1985","1985","2.29868767103475",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1984","1984","2.26285260597329",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1983","1983","2.54383640732055",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1982","1982","2.10207998921861",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1981","1981","2.17380816895912",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1980","1980","2.0238595653713",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1979","1979","2.01998951011124",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1978","1978","1.76154557498621",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1977","1977","1.75389558332619",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1976","1976","1.89641478278572",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1975","1975","1.57947086782401",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1974","1974","1.58408247844449",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1973","1973","1.49155316168689",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1972","1972","1.56310383522628",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1971","1971","1.49145051572704",""
"EN.ATM.CO2E.PC","MYS","Malaysia","YR1970","1970","1.33857218053149",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2011","2011","3.25962293794187",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2010","2010","3.23064271217019",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2009","2009","3.26616020788888",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2008","2008","3.14125647143845",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2007","2007","2.90556708872795",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2006","2006","2.86107528823089",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2005","2005","2.29662456388867",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2004","2004","2.59206380431919",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2003","2003","2.02620035525905",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2002","2002","2.37602318824596",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2001","2001","2.01795666285778",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR2000","2000","1.77867496005478",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1999","1999","1.69111970514008",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1998","1998","1.23457963979696",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1997","1997","1.38342381360184",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1996","1996","1.22860344747909",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1995","1995","1.08247727004369",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1994","1994","0.886237578696785",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1993","1993","0.893090665918135",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1992","1992","1.07189063473034",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1991","1991","0.750367893559033",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1990","1990","0.690091809713279",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1989","1989","0.575738964595272",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1988","1988","0.454373022227306",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1987","1987","0.39729339748546",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1986","1986","0.411008594733115",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1985","1985","0.348222905708754",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1984","1984","0.320850468107446",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1983","1983","0.291266212030092",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1982","1982","0.280647117348891",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1981","1981","0.290971349048427",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1980","1980","0.278010133811804",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1979","1979","0.191382066086049",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1978","1978","0.14786588439283",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1977","1977","0.101406892737392",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1976","1976","0.0782532614417208",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1975","1975","0.0537549291232391",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1974","1974","0.0277546510043747",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1973","1973","0.0287119177556629",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1972","1972","0.0297231138345816",""
"EN.ATM.CO2E.PC","MDV","Maldives","YR1971","1971","0.0307337719482043",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2011","2011","0.0799563786058226",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2010","2010","0.0814766069552588",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2009","2009","0.078108538769266",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2008","2008","0.0752818435925636",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2007","2007","0.0732908231901998",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2006","2006","0.0708056428795858",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2005","2005","0.0697452230288298",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2004","2004","0.0702543524146209",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2003","2003","0.0697674976488698",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2002","2002","0.0722575937576479",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2001","2001","0.0728494332061602",""
"EN.ATM.CO2E.PC","MLI","Mali","YR2000","2000","0.0743562507796287",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1999","1999","0.0741150176658369",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1998","1998","0.0730252751076083",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1997","1997","0.0515716955153422",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1996","1996","0.0492585378614076",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1995","1995","0.0486872089340929",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1994","1994","0.0492392691595813",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1993","1993","0.0497958210137296",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1992","1992","0.049904393598077",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1991","1991","0.0503163937010216",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1990","1990","0.0497171977375819",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1989","1989","0.0502284948465202",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1988","1988","0.0470129123573379",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1987","1987","0.0445135732173873",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1986","1986","0.047926267281106",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1985","1985","0.0519717396475513",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1984","1984","0.0567267989741226",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1983","1983","0.0554252326554348",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1982","1982","0.0496434861234475",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1981","1981","0.0547474058516616",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1980","1980","0.0553402090936338",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1979","1979","0.0616720755395564",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1978","1978","0.057971786700783",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1977","1977","0.0617308338342611",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1976","1976","0.0516962953497118",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1975","1975","0.0526097623735861",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1974","1974","0.0477927488607333",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1973","1973","0.0427881689053021",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1972","1972","0.0399659436524912",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1971","1971","0.0376131683974872",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1970","1970","0.0339020914792514",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1969","1969","0.0275271602690888",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1968","1968","0.0342542269852412",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1967","1967","0.0392007077216739",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1966","1966","0.0338340614979899",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1965","1965","0.0355604800946757",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1964","1964","0.0319811154144412",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1963","1963","0.0323463033281872",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1962","1962","0.0258941544428565",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1961","1961","0.0220477476984901",""
"EN.ATM.CO2E.PC","MLI","Mali","YR1960","1960","0.0229895910314549",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2011","2011","6.03432163894414",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2010","2010","6.31649570092736",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2009","2009","5.79640561776778",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2008","2008","6.25231387052096",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2007","2007","6.69884491694614",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2006","2006","6.3513032064504",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2005","2005","6.68322132361317",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2004","2004","6.41524866174228",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2003","2003","6.47688054151969",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2002","2002","5.80653788554154",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2001","2001","6.32582411431247",""
"EN.ATM.CO2E.PC","MLT","Malta","YR2000","2000","5.41353251364186",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1999","1999","6.1864192323914",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1998","1998","5.68239491836108",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1997","1997","6.72349134944408",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1996","1996","6.03152511356715",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1995","1995","5.74155110370836",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1994","1994","6.62757072465422",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1993","1993","7.31984294112486",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1992","1992","5.65387532525051",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1991","1991","5.80197189476892",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1990","1990","6.15014823389898",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1989","1989","6.18970010435616",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1988","1988","5.79625134960052",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1987","1987","5.38630709609998",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1986","1986","4.3409641618024",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1985","1985","3.56398238084482",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1984","1984","4.12629426515383",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1983","1983","3.01770521959071",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1982","1982","4.0282112808302",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1981","1981","3.58673530167846",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1980","1980","3.23104107123119",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1979","1979","2.89060834487557",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1978","1978","3.01463334429464",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1977","1977","2.61612861191647",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1976","1976","2.49444360867831",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1975","1975","2.19377296842437",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1974","1974","2.46493662167711",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1973","1973","2.66955658504302",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1972","1972","2.77646883782443",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1971","1971","2.18057482656095",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1970","1970","2.19305137948125",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1969","1969","2.14500821557673",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1968","1968","2.0722897044495",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1967","1967","1.67136575188573",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1966","1966","1.3146288071066",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1965","1965","1.48382371392723",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1964","1964","1.55241089494163",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1963","1963","1.27330336381956",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1962","1962","1.01892559431923",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1961","1961","0.9019523443505",""
"EN.ATM.CO2E.PC","MLT","Malta","YR1960","1960","1.04434542949012",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2011","2011","1.95420719057498",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2010","2010","1.9584191653315",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2009","2009","1.96242426559125",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2008","2008","1.89596139484116",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2007","2007","1.89905247813411",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2006","2006","1.76027265745008",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2005","2005","1.62013523377771",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2004","2004","1.69005645811729",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2003","2003","1.61836323515303",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2002","2002","1.61693602499952",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2001","2001","1.54595278246206",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR2000","2000","1.47633289239087",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1999","1999","1.26749366310777",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1998","1998","1.34187820191826",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1997","1997","1.27678588699538",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1996","1996","1.28423837967197",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1995","1995","1.2937279498236",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1994","1994","1.30505961207664",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1993","1993","1.24548469591625",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1992","1992","1.11386740107732",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1991","1991","1.05893030259277",""
"EN.ATM.CO2E.PC","MHL","Marshall Islands","YR1990","1990","1.00784355179704",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2011","2011","0.627225463799213",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2010","2010","0.595272317202205",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2009","2009","0.60838703947855",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2008","2008","0.567036612709369",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2007","2007","0.554189620179762",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2006","2006","0.496585807347979",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2005","2005","0.503413824666219",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2004","2004","0.501315548200551",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2003","2003","0.46720662281666",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2002","2002","0.469073433652076",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2001","2001","0.458948357626778",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR2000","2000","0.432776761705394",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR1999","1999","0.430869425349246",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR1998","1998","0.416797802329596",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR1997","1997","1.19509059893675",""
"EN.ATM.CO2E.PC","MRT","Mauritania","YR1996","1996","1.23719235420561",""
